x-axis,1,2
second,Volt,Volt
-250.0000E-06,+1.6790986001E+00,-120.9602688E-03
-249.7500E-06,+1.6614603872E+00,-123.8158086E-03
-249.5000E-06,+1.6469691649E+00,-125.1700665E-03
-249.2500E-06,+1.6303422498E+00,-126.0551099E-03
-249.0000E-06,+1.6146072481E+00,-127.4037745E-03
-248.7500E-06,+1.6016487026E+00,-130.2206359E-03
-248.5000E-06,+1.5862843802E+00,-130.8113895E-03
-248.2500E-06,+1.5690796220E+00,-131.7454344E-03
-248.0000E-06,+1.5520129891E+00,-133.4813959E-03
-247.7500E-06,+1.5346889671E+00,-135.3270902E-03
-247.5000E-06,+1.5200845029E+00,-136.7344569E-03
-247.2500E-06,+1.5019941184E+00,-138.1626424E-03
-247.0000E-06,+1.4867679454E+00,-139.7890499E-03
-246.7500E-06,+1.4714788041E+00,-139.4233932E-03
-246.5000E-06,+1.4532563402E+00,-141.0837604E-03
-246.2500E-06,+1.4384261158E+00,-143.7320711E-03
-246.0000E-06,+1.4202097944E+00,-144.8561260E-03
-245.7500E-06,+1.4032375418E+00,-144.6897015E-03
-245.5000E-06,+1.3860012270E+00,-146.1013799E-03
-245.2500E-06,+1.3668052849E+00,-148.1924517E-03
-245.0000E-06,+1.3493868344E+00,-148.3249664E-03
-244.7500E-06,+1.3300594160E+00,-150.1445336E-03
-244.5000E-06,+1.3131307155E+00,-153.0141411E-03
-244.2500E-06,+1.2937523724E+00,-153.2069647E-03
-244.0000E-06,+1.2758501213E+00,-152.8402053E-03
-243.7500E-06,+1.2554169524E+00,-155.6965241E-03
-243.5000E-06,+1.2388028770E+00,-157.2779315E-03
-243.2500E-06,+1.2193803305E+00,-156.9099991E-03
-243.0000E-06,+1.1998955875E+00,-158.1574877E-03
-242.7500E-06,+1.1774709936E+00,-159.0886378E-03
-242.5000E-06,+1.1587144557E+00,-159.5406530E-03
-242.2500E-06,+1.1356622276E+00,-160.2422317E-03
-242.0000E-06,+1.1190850553E+00,-162.9095303E-03
-241.7500E-06,+1.0982051819E+00,-162.7883864E-03
-241.5000E-06,+1.0797512496E+00,-163.0653450E-03
-241.2500E-06,+1.0603161529E+00,-163.8943608E-03
-241.0000E-06,+1.0422885197E+00,-166.1878944E-03
-240.7500E-06,+1.0222942726E+00,-165.4198282E-03
-240.5000E-06,+1.0010506584E+00,-166.3438160E-03
-240.2500E-06,+984.3676168E-03,-168.3188220E-03
-240.0000E-06,+960.8500398E-03,-168.4474546E-03
-239.7500E-06,+939.5804567E-03,-169.4138175E-03
