x-axis,1,2
second,Volt,Volt
-50.00000E-06,-105.44911947E-03,-5.20689379E-03
-49.95000E-06,-126.97585814E-03,-6.50923270E-03
-49.90000E-06,-144.82202038E-03,-6.23817837E-03
-49.85000E-06,-169.98496040E-03,-5.26731543E-03
-49.80000E-06,-187.61751620E-03,-5.73784703E-03
-49.75000E-06,-208.52999882E-03,-6.38030402E-03
-49.70000E-06,-231.57661606E-03,-6.00672504E-03
-49.65000E-06,-251.10434287E-03,-5.88282992E-03
-49.60000E-06,-269.53620040E-03,-5.44339303E-03
-49.55000E-06,-294.10269621E-03,-6.44421431E-03
-49.50000E-06,-307.52603396E-03,-6.24846687E-03
-49.45000E-06,-335.70047942E-03,-5.37598520E-03
-49.40000E-06,-347.73771963E-03,-5.64422514E-03
-49.35000E-06,-372.89872997E-03,-6.70965362E-03
-49.30000E-06,-395.48619666E-03,-5.82400867E-03
-49.25000E-06,-414.43673836E-03,-5.18694019E-03
-49.20000E-06,-431.94171674E-03,-5.87856435E-03
-49.15000E-06,-455.53389045E-03,-7.05582667E-03
-49.10000E-06,-476.03256243E-03,-4.90075623E-03
-49.05000E-06,-497.34032021E-03,-5.34123424E-03
-49.00000E-06,-517.04313524E-03,-7.15860081E-03
-48.95000E-06,-542.30212957E-03,-5.86455315E-03
-48.90000E-06,-558.52433116E-03,-5.38218237E-03
-48.85000E-06,-578.70266134E-03,-5.86273307E-03
-48.80000E-06,-598.62232406E-03,-6.49269712E-03
-48.75000E-06,-618.01868193E-03,-6.28015688E-03
-48.70000E-06,-640.39960511E-03,-5.28381359E-03
-48.65000E-06,-658.56231763E-03,-5.70628769E-03
-48.60000E-06,-680.51861342E-03,-6.14344469E-03
-48.55000E-06,-699.02606010E-03,-6.38337406E-03
-48.50000E-06,-722.18964152E-03,-5.37866274E-03
-48.45000E-06,-739.74798759E-03,-5.44724715E-03
-48.40000E-06,-757.65995490E-03,-7.25648827E-03
-48.35000E-06,-780.25424330E-03,-5.71500257E-03
-48.30000E-06,-797.11822902E-03,-5.59012127E-03
-48.25000E-06,-816.57429388E-03,-6.02880717E-03
-48.20000E-06,-840.61063298E-03,-6.80043688E-03
-48.15000E-06,-859.31731902E-03,-5.58979571E-03
-48.10000E-06,-877.25260830E-03,-5.07829428E-03
-48.05000E-06,-899.87773388E-03,-6.20131799E-03
-48.00000E-06,-916.11037534E-03,-6.06469856E-03
-47.95000E-06,-936.93948225E-03,-5.71276067E-03
-47.90000E-06,-953.89638655E-03,-5.15310044E-03
-47.85000E-06,-974.97658541E-03,-5.69426624E-03
