x-axis,1,2
second,Volt,Volt
-3.100000E-03,-779.807624E-03,+1.453706E-03
-3.096900E-03,-772.297133E-03,+1.466520E-03
-3.093800E-03,-765.436956E-03,+1.441068E-03
-3.090700E-03,-757.274330E-03,+1.453656E-03
-3.087600E-03,-749.166351E-03,+1.407048E-03
-3.084500E-03,-741.289716E-03,+1.380967E-03
-3.081400E-03,-733.733686E-03,+1.403480E-03
-3.078300E-03,-725.421687E-03,+1.331545E-03
-3.075200E-03,-717.931233E-03,+1.356495E-03
-3.072100E-03,-710.138395E-03,+1.329610E-03
-3.069000E-03,-701.514901E-03,+1.301947E-03
-3.065900E-03,-692.632737E-03,+1.273631E-03
-3.062800E-03,-685.127708E-03,+1.267801E-03
-3.059700E-03,-676.170866E-03,+1.209761E-03
-3.056600E-03,-666.592846E-03,+1.191872E-03
-3.053500E-03,-656.885495E-03,+1.170414E-03
-3.050400E-03,-649.901451E-03,+1.136319E-03
-3.047300E-03,-640.092088E-03,+1.121872E-03
-3.044200E-03,-630.009488E-03,+1.125640E-03
-3.041100E-03,-620.191020E-03,+1.054007E-03
-3.038000E-03,-610.744152E-03,+1.058229E-03
-3.034900E-03,-601.984042E-03,+1.064963E-03
-3.031800E-03,-592.577257E-03,+975.616E-06
-3.028700E-03,-582.749690E-03,+996.043E-06
-3.025600E-03,-573.146167E-03,+967.424E-06
-3.022500E-03,-563.263938E-03,+943.656E-06
-3.019400E-03,-552.882586E-03,+906.972E-06
-3.016300E-03,-542.481197E-03,+869.058E-06
-3.013200E-03,-531.427677E-03,+844.661E-06
-3.010100E-03,-521.592823E-03,+832.625E-06
-3.007000E-03,-510.792506E-03,+811.118E-06
-3.003900E-03,-500.445776E-03,+760.440E-06
-3.000800E-03,-489.272036E-03,+726.847E-06
-2.997700E-03,-478.273168E-03,+703.002E-06
-2.994600E-03,-467.301625E-03,+690.364E-06
-2.991500E-03,-456.371966E-03,+653.706E-06
-2.988400E-03,-444.613483E-03,+600.465E-06
-2.985300E-03,-433.038987E-03,+582.525E-06
-2.982200E-03,-421.726794E-03,+588.983E-06
-2.979100E-03,-410.321703E-03,+529.761E-06
-2.976000E-03,-399.228105E-03,+500.439E-06
-2.972900E-03,-387.633573E-03,+453.530E-06
-2.969800E-03,-375.791299E-03,+436.520E-06
-2.966700E-03,-363.670316E-03,+396.771E-06
-2.963600E-03,-351.662277E-03,+348.957E-06
-2.960500E-03,-340.080488E-03,+332.601E-06
-2.957400E-03,-328.219997E-03,+279.410E-06
-2.954300E-03,-315.987906E-03,+260.062E-06
