x-axis,2
second,Volt
-3.80000E-06,
-3.70200E-06,
-3.60400E-06,+6.17016211152E+00
-3.50600E-06,+6.17016211152E+00
-3.40800E-06,+6.17016211152E+00
-3.31000E-06,+6.17016211152E+00
-3.21200E-06,+6.17016211152E+00
-3.11400E-06,+6.17016211152E+00
-3.01600E-06,+6.17016211152E+00
-2.91800E-06,+6.17016211152E+00
-2.82000E-06,+6.17016211152E+00
-2.72200E-06,+6.17016211152E+00
-2.62400E-06,+6.17016211152E+00
-2.52600E-06,+6.17016211152E+00
-2.42800E-06,+6.17016211152E+00
-2.33000E-06,+6.17016211152E+00
-2.23200E-06,+6.17016211152E+00
-2.13400E-06,+6.17016211152E+00
-2.03600E-06,+6.17016211152E+00
-1.93800E-06,+6.13558924571E+00
-1.84000E-06,+6.17016211152E+00
-1.74200E-06,+6.17016211152E+00
-1.64400E-06,+6.17016211152E+00
-1.54600E-06,+6.17016211152E+00
-1.44800E-06,+6.18168640013E+00
-1.35000E-06,+6.17016211152E+00
-1.25200E-06,+6.17016211152E+00
-1.15400E-06,+6.17016211152E+00
-1.05600E-06,+6.17016211152E+00
-958.00E-09,+6.17016211152E+00
-860.00E-09,+6.19321068873E+00
-762.00E-09,+6.17016211152E+00
-664.00E-09,+6.17016211152E+00
-566.00E-09,+6.17016211152E+00
-468.00E-09,+6.17016211152E+00
-370.00E-09,+6.17016211152E+00
-272.00E-09,+6.18168640013E+00
-174.00E-09,+6.17016211152E+00
-76.00E-09,+6.17016211152E+00
+22.00E-09,+6.17016211152E+00
+120.00E-09,+5.47870479524E+00
+218.00E-09,+6.06644351408E+00
+316.00E-09,+6.12406495710E+00
+414.00E-09,+6.10101637989E+00
+512.00E-09,+6.10101637989E+00
+610.00E-09,+6.10101637989E+00
+708.00E-09,+6.10101637989E+00
+806.00E-09,+6.10101637989E+00
+904.00E-09,+6.07796780268E+00
+1.00200E-06,+6.06644351408E+00
+1.10000E-06,+6.03187064826E+00
+1.19800E-06,+6.00882207106E+00
+1.29600E-06,+5.99729778245E+00
+1.39400E-06,+6.02034635966E+00
+1.49200E-06,+5.99729778245E+00
+1.59000E-06,+5.99729778245E+00
+1.68800E-06,+5.96272491664E+00
+1.78600E-06,+5.96272491664E+00
+1.88400E-06,+5.92815205082E+00
+1.98200E-06,+5.92815205082E+00
+2.08000E-06,+5.92815205082E+00
+2.17800E-06,+5.92815205082E+00
+2.27600E-06,+5.90510347361E+00
+2.37400E-06,+5.89357918501E+00
+2.47200E-06,+5.85900631920E+00
+2.57000E-06,+5.85900631920E+00
+2.66800E-06,+5.82443345338E+00
+2.76600E-06,+5.82443345338E+00
+2.86400E-06,+5.82443345338E+00
+2.96200E-06,+5.82443345338E+00
+3.06000E-06,+5.78986058757E+00
+3.15800E-06,+5.78986058757E+00
+3.25600E-06,+5.76681201036E+00
+3.35400E-06,+5.78986058757E+00
+3.45200E-06,+5.75528772175E+00
+3.55000E-06,+5.73223914454E+00
+3.64800E-06,+5.72071485594E+00
+3.74600E-06,+5.72071485594E+00
+3.84400E-06,+5.72071485594E+00
+3.94200E-06,+5.68614199013E+00
+4.04000E-06,+5.67461770152E+00
+4.13800E-06,+5.66309341292E+00
+4.23600E-06,+5.65156912431E+00
+4.33400E-06,+5.65156912431E+00
+4.43200E-06,+5.61699625850E+00
+4.53000E-06,+5.61699625850E+00
+4.62800E-06,+5.61699625850E+00
+4.72600E-06,+5.58242339268E+00
+4.82400E-06,+5.58242339268E+00
+4.92200E-06,+5.58242339268E+00
+5.02000E-06,+5.54785052687E+00
+5.11800E-06,+5.54785052687E+00
+5.21600E-06,+5.51327766106E+00
+5.31400E-06,+5.51327766106E+00
+5.41200E-06,+5.51327766106E+00
+5.51000E-06,+5.51327766106E+00
+5.60800E-06,+5.47870479524E+00
+5.70600E-06,+5.47870479524E+00
+5.80400E-06,+5.46718050664E+00
+5.90200E-06,+5.44413192943E+00
+6.00000E-06,+5.44413192943E+00
+6.09800E-06,+5.42108335222E+00
+6.19600E-06,+5.43260764082E+00
+6.29400E-06,+5.40955906361E+00
+6.39200E-06,+5.39803477501E+00
+6.49000E-06,+5.37498619780E+00
+6.58800E-06,+5.37498619780E+00
+6.68600E-06,+5.37498619780E+00
+6.78400E-06,+5.34041333199E+00
+6.88200E-06,+5.34041333199E+00
+6.98000E-06,+5.34041333199E+00
+7.07800E-06,+5.30584046617E+00
+7.17600E-06,+5.30584046617E+00
+7.27400E-06,+5.30584046617E+00
+7.37200E-06,+5.27126760036E+00
+7.47000E-06,+5.23669473454E+00
+7.56800E-06,+5.27126760036E+00
+7.66600E-06,+5.25974331175E+00
+7.76400E-06,+5.23669473454E+00
+7.86200E-06,+5.23669473454E+00
+7.96000E-06,+5.20212186873E+00
+8.05800E-06,+5.20212186873E+00
+8.15600E-06,+5.20212186873E+00
+8.25400E-06,+5.20212186873E+00
