30,22,10.4,1.592,-29.7
46,188,6.2,1.37,-40.5
70,148,4.2,1.099,-52.6
108,108,2.7,0.798,-63.6
165,76,1.8,0.559,-71.6
254,52,1.08,0.374,-77.7
394,33,0.82,0.242,-81.9
594,22,0.5,0.162,-84.5
914,15,0.31,0.106,-86.2
1394,10,0.21,0.0693,-87.4
2194,6,0.14,0.04411,-88
3294,4,0.084,0.02932,-88.6
5094,3,0.06,0.01933,-88.7
7794,2,0.035,0.01262,-88.9
11894,2,0.024,0.00842,-89
18894,1,0.016,0.00551,-89.2
